id_operacion,fecha_separacion,proyecto,asesor,medio_captacion,canal_agrupado,tipo_unidad,dormitorios,precio_departamento,dias_en_tuberia,tiene_cuota_inicial,cambios_unidad,interacciones_ult_7d,descuento_pct,caida_30d
OP-001680,2026-04-04,Proyecto Duna,Asesora Sur,facebook,digital,departamento,1,355538.0,15,True,0,1,0.0,0
OP-001681,2025-02-27,Proyecto Faro,Asesor Este,sala de ventas,tradicional,departamento,2,568033.0,15,True,0,3,0.0098,0
OP-001682,2026-03-09,Proyecto Faro,Asesor Centro,referido,tradicional,departamento,1,415834.0,13,False,0,3,0.0,0
OP-001683,2026-01-28,Proyecto Faro,Asesor Digital,feria,feria,departamento,2,605832.0,15,True,0,2,0.0326,0
OP-001684,2026-01-14,Proyecto Bruma,Asesor Centro,web,digital,departamento,3,628303.0,18,True,0,2,0.0174,0
OP-001685,2025-05-22,Proyecto Aurora,Asesora Oeste,sala de ventas,tradicional,departamento,3,603818.0,30,True,0,1,0.0373,0
OP-001686,2026-04-02,Proyecto Bruma,Asesor Centro,web,digital,departamento,3,690546.0,14,True,0,4,0.0074,0
OP-001687,2025-11-13,Proyecto Duna,Asesor Norte,web,digital,departamento,3,605657.0,50,True,1,2,0.0346,1
OP-001688,2025-04-06,Proyecto Duna,Asesor Centro,facebook,digital,departamento,2,499469.0,10,True,1,1,0.0354,0
OP-001689,2026-04-04,Proyecto Duna,Asesor Norte,web,digital,departamento,3,610369.0,45,True,1,1,0.0288,1
OP-001690,2025-05-27,Proyecto Cobalto,Asesor Digital,web,digital,departamento,2,568908.0,27,False,0,3,0.0256,1
OP-001691,2025-09-16,Proyecto Faro,Asesor Digital,feria,feria,departamento,2,520138.0,8,True,0,1,0.0275,0
OP-001692,2025-03-23,Proyecto Granito,Asesora Oeste,sala de ventas,tradicional,departamento,2,496345.0,17,False,1,1,0.0086,0
OP-001693,2025-07-22,Proyecto Bruma,Asesor Este,sala de ventas,tradicional,departamento,2,504322.0,61,True,1,1,0.0056,1
OP-001694,2025-12-03,Proyecto Faro,Asesora Premium,referido,tradicional,departamento,1,360106.0,10,True,0,3,0.0348,0
OP-001695,2026-04-13,Proyecto Ébano,Asesor Centro,sala de ventas,tradicional,departamento,2,537341.0,62,False,0,1,0.0184,1
OP-001696,2025-08-16,Proyecto Duna,Asesor Centro,facebook,digital,departamento,1,403761.0,31,True,0,1,0.0332,0
OP-001697,2025-11-18,Proyecto Bruma,Asesora Oeste,feria,feria,departamento,2,461583.0,27,True,0,3,0.0529,0
OP-001698,2025-02-23,Proyecto Faro,Asesora Sur,sala de ventas,tradicional,departamento,1,436120.0,29,True,1,3,0.0168,0
OP-001699,2025-05-05,Proyecto Horizonte,Asesor Norte,facebook,digital,departamento,2,462172.0,17,True,0,1,0.0142,0
OP-001700,2025-10-27,Proyecto Ébano,Asesora Sur,whatsapp,digital,departamento,2,516963.0,11,True,0,4,0.0192,0
OP-001701,2025-01-22,Proyecto Granito,Asesora Oeste,referido,tradicional,departamento,1,391548.0,22,False,0,2,0.0257,0
OP-001702,2025-06-26,Proyecto Horizonte,Asesor Este,referido,tradicional,departamento,3,816424.0,28,False,0,2,0.0361,0
OP-001703,2025-02-01,Proyecto Cobalto,Asesora Oeste,referido,tradicional,departamento,2,492570.0,32,False,0,3,0.0245,1
OP-001704,2025-09-13,Proyecto Ébano,Asesora Sur,sala de ventas,tradicional,departamento,2,475198.0,31,False,0,1,0.0624,0
OP-001705,2025-05-17,Proyecto Cobalto,Asesor Digital,sala de ventas,tradicional,departamento,1,293193.0,36,False,0,1,0.0326,1
OP-001706,2025-05-16,Proyecto Horizonte,Asesor Este,web,digital,departamento,3,730797.0,77,True,1,1,0.0391,1
OP-001707,2025-08-29,Proyecto Aurora,Asesora Premium,facebook,digital,departamento,2,440748.0,26,True,0,1,0.0243,1
OP-001708,2025-03-25,Proyecto Cobalto,Asesor Este,facebook,digital,departamento,2,440476.0,49,False,2,3,0.0432,0
OP-001709,2026-01-30,Proyecto Granito,Asesora Oeste,sala de ventas,tradicional,departamento,1,435496.0,32,True,0,5,0.0213,0
OP-001710,2025-08-23,Proyecto Bruma,Asesor Centro,portal inmobiliario,digital,departamento,3,622735.0,82,False,1,1,0.0134,1
OP-001711,2026-04-15,Proyecto Faro,Asesora Sur,sala de ventas,tradicional,departamento,3,669867.0,24,True,0,0,0.0413,0
OP-001712,2025-04-28,Proyecto Cobalto,Asesora Sur,feria,feria,departamento,2,485086.0,22,True,1,1,0.024,0
OP-001713,2025-02-02,Proyecto Horizonte,Asesor Este,facebook,digital,departamento,1,437755.0,47,False,2,2,0.0294,0
OP-001714,2025-07-30,Proyecto Granito,Asesora Premium,referido,tradicional,departamento,1,429762.0,47,False,1,3,0.0427,1
OP-001715,2025-02-24,Proyecto Bruma,Asesora Sur,sala de ventas,tradicional,departamento,1,375502.0,18,False,0,1,0.0275,1
OP-001716,2025-07-18,Proyecto Faro,Asesora Oeste,sala de ventas,tradicional,departamento,3,658369.0,32,True,0,1,0.0223,0
OP-001717,2026-02-06,Proyecto Bruma,Asesor Centro,referido,tradicional,departamento,3,647195.0,36,True,0,0,0.0154,0
OP-001718,2026-05-05,Proyecto Duna,Asesor Centro,web,digital,departamento,3,614103.0,35,True,0,3,0.0441,1
OP-001719,2025-08-27,Proyecto Ébano,Asesora Oeste,sala de ventas,tradicional,departamento,3,578076.0,29,False,0,3,0.0188,1
OP-001720,2025-04-08,Proyecto Faro,Asesor Norte,facebook,digital,departamento,1,397064.0,5,True,1,3,0.0241,0
OP-001721,2025-07-21,Proyecto Aurora,Asesor Norte,facebook,digital,departamento,3,616458.0,35,True,0,5,0.0302,0
OP-001722,2025-05-29,Proyecto Bruma,Asesora Oeste,sala de ventas,tradicional,departamento,2,373741.0,37,True,0,2,0.0301,0
OP-001723,2025-03-04,Proyecto Ébano,Asesora Premium,referido,tradicional,departamento,2,410059.0,30,False,1,2,0.0432,0
OP-001724,2026-02-16,Proyecto Duna,Asesor Norte,sala de ventas,tradicional,departamento,3,661505.0,17,True,0,3,0.0237,0
OP-001725,2026-01-16,Proyecto Duna,Asesor Digital,referido,tradicional,departamento,1,464607.0,57,False,0,0,0.0498,1
OP-001726,2025-06-03,Proyecto Aurora,Asesor Centro,sala de ventas,tradicional,departamento,3,505414.0,10,True,0,4,0.0205,0
OP-001727,2025-09-10,Proyecto Cobalto,Asesor Norte,referido,tradicional,departamento,3,604525.0,47,False,0,1,0.0317,1
OP-001728,2025-09-07,Proyecto Granito,Asesor Este,facebook,digital,departamento,3,625025.0,10,False,1,2,0.0217,0
OP-001729,2025-08-12,Proyecto Aurora,Asesora Sur,facebook,digital,departamento,3,560654.0,44,True,1,1,0.0627,0
OP-001730,2026-02-01,Proyecto Cobalto,Asesor Digital,facebook,digital,departamento,2,500804.0,11,True,0,3,0.0187,0
OP-001731,2025-12-30,Proyecto Horizonte,Asesora Oeste,portal inmobiliario,digital,departamento,1,357892.0,42,True,0,2,0.0203,0
OP-001732,2025-01-03,Proyecto Aurora,Asesor Este,referido,tradicional,departamento,3,514103.0,65,False,0,2,0.0271,1
OP-001733,2025-04-27,Proyecto Faro,Asesora Sur,feria,feria,departamento,2,503431.0,65,False,0,1,0.0202,1
OP-001734,2026-05-13,Proyecto Bruma,Asesora Oeste,sala de ventas,tradicional,departamento,3,579004.0,56,True,0,2,0.0307,0
OP-001735,2025-08-04,Proyecto Granito,Asesor Norte,facebook,digital,departamento,1,355072.0,23,True,0,2,0.0471,0
OP-001736,2025-08-29,Proyecto Faro,Asesora Sur,sala de ventas,tradicional,departamento,2,563431.0,15,False,0,2,0.0277,0
OP-001737,2026-01-31,Proyecto Granito,Asesora Sur,facebook,digital,departamento,2,509034.0,21,True,0,1,0.0283,0
OP-001738,2026-01-30,Proyecto Bruma,Asesor Centro,web,digital,departamento,3,563800.0,45,True,0,4,0.0209,0
OP-001739,2025-10-22,Proyecto Duna,Asesor Centro,feria,feria,departamento,3,626546.0,35,False,0,1,0.0159,1
OP-001740,2026-04-24,Proyecto Faro,Asesora Oeste,referido,tradicional,departamento,3,627910.0,87,False,0,1,0.0267,1
OP-001741,2025-11-03,Proyecto Bruma,Asesor Norte,web,digital,departamento,2,518061.0,16,True,0,2,0.0251,0
OP-001742,2026-04-01,Proyecto Bruma,Asesor Este,sala de ventas,tradicional,departamento,2,420662.0,68,True,0,5,0.0461,0
OP-001743,2025-08-25,Proyecto Aurora,Asesora Premium,sala de ventas,tradicional,departamento,1,268144.0,22,True,0,1,0.0077,0
OP-001744,2025-04-25,Proyecto Horizonte,Asesora Sur,feria,feria,departamento,1,411962.0,10,True,0,3,0.0512,0
OP-001745,2025-02-27,Proyecto Ébano,Asesora Sur,sala de ventas,tradicional,departamento,2,511313.0,29,False,0,2,0.0224,0
OP-001746,2025-10-16,Proyecto Ébano,Asesor Norte,sala de ventas,tradicional,departamento,2,439758.0,34,True,0,1,0.0277,0
OP-001747,2026-04-09,Proyecto Faro,Asesora Premium,portal inmobiliario,digital,departamento,2,443674.0,53,True,2,2,0.0058,0
OP-001748,2025-08-02,Proyecto Duna,Asesor Norte,whatsapp,digital,departamento,2,506026.0,16,True,0,2,0.0351,0
OP-001749,2026-01-13,Proyecto Cobalto,Asesor Centro,web,digital,departamento,2,442322.0,29,True,0,2,0.0077,1
OP-001750,2025-10-04,Proyecto Cobalto,Asesor Digital,facebook,digital,departamento,3,519112.0,24,False,0,2,0.0317,0
OP-001751,2026-02-24,Proyecto Ébano,Asesor Centro,feria,feria,departamento,1,446094.0,18,True,1,1,0.03,0
OP-001752,2026-02-10,Proyecto Bruma,Asesor Este,sala de ventas,tradicional,departamento,2,437251.0,63,True,0,1,0.0191,0
OP-001753,2025-12-29,Proyecto Granito,Asesora Sur,facebook,digital,departamento,3,710240.0,35,True,1,2,0.0,0
OP-001754,2025-07-04,Proyecto Faro,Asesor Norte,facebook,digital,departamento,3,636566.0,3,True,0,2,0.0639,0
OP-001755,2025-08-03,Proyecto Cobalto,Asesora Sur,portal inmobiliario,digital,departamento,3,615212.0,29,False,0,1,0.006,1
OP-001756,2025-09-06,Proyecto Duna,Asesor Digital,portal inmobiliario,digital,departamento,1,369368.0,6,False,0,3,0.0299,0
OP-001757,2026-03-04,Proyecto Aurora,Asesora Sur,web,digital,departamento,2,313966.0,27,False,0,1,0.0119,1
OP-001758,2025-11-13,Proyecto Horizonte,Asesor Norte,sala de ventas,tradicional,departamento,3,596477.0,7,True,0,2,0.0439,0
OP-001759,2025-03-31,Proyecto Granito,Asesora Premium,referido,tradicional,departamento,2,525086.0,35,False,1,1,0.0182,1
OP-001760,2025-05-21,Proyecto Horizonte,Asesor Este,sala de ventas,tradicional,departamento,2,564060.0,6,True,0,2,0.0115,0
OP-001761,2025-06-12,Proyecto Bruma,Asesor Este,portal inmobiliario,digital,departamento,3,488568.0,11,True,0,1,0.0357,0
OP-001762,2025-11-12,Proyecto Aurora,Asesora Premium,sala de ventas,tradicional,departamento,1,342052.0,40,True,0,2,0.0021,0
OP-001763,2026-02-03,Proyecto Bruma,Asesora Oeste,sala de ventas,tradicional,departamento,3,525275.0,23,False,0,1,0.0176,0
OP-001764,2025-03-19,Proyecto Aurora,Asesor Digital,web,digital,departamento,3,587904.0,7,False,0,1,0.0374,1
OP-001765,2026-01-11,Proyecto Aurora,Asesora Oeste,facebook,digital,departamento,1,343933.0,61,True,0,0,0.0521,1
OP-001766,2025-11-20,Proyecto Aurora,Asesor Centro,feria,feria,departamento,3,615893.0,17,False,1,1,0.0077,0
OP-001767,2025-04-18,Proyecto Horizonte,Asesor Digital,sala de ventas,tradicional,departamento,2,602675.0,19,False,0,1,0.014,0
OP-001768,2025-03-16,Proyecto Aurora,Asesora Oeste,feria,feria,departamento,3,600244.0,21,False,1,0,0.0313,1
OP-001769,2025-03-18,Proyecto Aurora,Asesora Sur,sala de ventas,tradicional,departamento,3,622322.0,37,True,0,1,0.0,0
OP-001770,2026-02-08,Proyecto Faro,Asesor Digital,sala de ventas,tradicional,departamento,3,615731.0,18,False,0,4,0.0494,0
OP-001771,2025-05-03,Proyecto Duna,Asesora Sur,facebook,digital,departamento,1,536271.0,21,False,0,2,0.007,0
OP-001772,2025-04-11,Proyecto Faro,Asesor Norte,sala de ventas,tradicional,departamento,3,567965.0,49,False,0,0,0.0171,0
OP-001773,2025-08-06,Proyecto Ébano,Asesor Centro,referido,tradicional,departamento,3,593973.0,45,True,0,1,0.0297,1
OP-001774,2025-12-02,Proyecto Granito,Asesor Digital,sala de ventas,tradicional,departamento,2,581575.0,20,False,0,1,0.0259,0
OP-001775,2025-08-19,Proyecto Ébano,Asesor Norte,sala de ventas,tradicional,departamento,2,549400.0,21,False,0,3,0.0077,0
OP-001776,2025-10-30,Proyecto Duna,Asesora Premium,web,digital,departamento,1,407806.0,2,True,0,2,0.056,0
OP-001777,2025-07-10,Proyecto Ébano,Asesora Premium,sala de ventas,tradicional,departamento,3,660143.0,27,False,0,1,0.0,1
OP-001778,2025-08-10,Proyecto Cobalto,Asesor Digital,web,digital,departamento,1,254404.0,41,True,0,4,0.0048,1
OP-001779,2025-11-01,Proyecto Cobalto,Asesor Este,feria,feria,departamento,2,571411.0,18,True,0,2,0.0135,0
OP-001780,2025-12-02,Proyecto Cobalto,Asesora Sur,sala de ventas,tradicional,departamento,3,587786.0,55,True,1,1,0.0079,1
OP-001781,2026-01-19,Proyecto Aurora,Asesora Oeste,feria,feria,departamento,3,643524.0,5,True,0,0,0.047,0
OP-001782,2026-03-17,Proyecto Faro,Asesor Norte,facebook,digital,departamento,3,523156.0,11,True,1,1,0.0,0
OP-001783,2025-06-20,Proyecto Bruma,Asesora Premium,facebook,digital,departamento,2,486111.0,52,True,0,0,0.053,0
OP-001784,2025-03-04,Proyecto Aurora,Asesor Centro,sala de ventas,tradicional,departamento,1,314007.0,40,True,0,0,0.02,0
OP-001785,2025-02-18,Proyecto Bruma,Asesora Oeste,feria,feria,departamento,2,503467.0,5,True,0,1,0.0005,1
OP-001786,2025-12-18,Proyecto Granito,Asesora Oeste,referido,tradicional,departamento,1,434439.0,6,True,1,1,0.0,0
OP-001787,2025-08-13,Proyecto Bruma,Asesor Centro,referido,tradicional,departamento,3,607133.0,35,False,0,1,0.0211,0
OP-001788,2025-08-02,Proyecto Ébano,Asesora Oeste,whatsapp,digital,departamento,2,449758.0,30,True,1,4,0.0124,0
OP-001789,2026-01-17,Proyecto Granito,Asesora Premium,facebook,digital,departamento,2,528867.0,19,True,0,1,0.0293,0
OP-001790,2025-12-17,Proyecto Aurora,Asesor Digital,portal inmobiliario,digital,departamento,1,335091.0,54,True,1,2,0.0169,1
OP-001791,2026-04-21,Proyecto Faro,Asesor Digital,web,digital,departamento,2,547242.0,14,True,0,2,0.0422,0
OP-001792,2026-04-01,Proyecto Bruma,Asesor Centro,portal inmobiliario,digital,departamento,3,641411.0,3,True,0,2,0.0224,0
OP-001793,2026-01-25,Proyecto Bruma,Asesora Premium,portal inmobiliario,digital,departamento,3,595276.0,37,False,0,1,0.0174,1
OP-001794,2025-12-06,Proyecto Ébano,Asesor Este,whatsapp,digital,departamento,1,322811.0,42,True,0,5,0.0425,1
OP-001795,2026-04-12,Proyecto Granito,Asesor Norte,sala de ventas,tradicional,departamento,1,422917.0,15,True,1,2,0.0291,0
OP-001796,2025-03-25,Proyecto Bruma,Asesor Este,feria,feria,departamento,2,615609.0,9,True,0,2,0.0389,0
OP-001797,2026-05-12,Proyecto Duna,Asesor Digital,feria,feria,departamento,1,471530.0,3,True,0,2,0.0457,0
OP-001798,2025-08-05,Proyecto Bruma,Asesor Norte,web,digital,departamento,3,423408.0,23,True,0,2,0.0197,0
OP-001799,2025-05-10,Proyecto Duna,Asesora Oeste,facebook,digital,departamento,2,499484.0,29,False,0,0,0.0257,1
OP-001800,2025-10-13,Proyecto Ébano,Asesora Sur,whatsapp,digital,departamento,1,444267.0,45,True,1,1,0.0402,1
OP-001801,2026-04-10,Proyecto Ébano,Asesora Oeste,sala de ventas,tradicional,departamento,3,612972.0,31,True,0,2,0.0,0
OP-001802,2025-03-07,Proyecto Ébano,Asesora Sur,referido,tradicional,departamento,2,482695.0,16,True,0,1,0.0232,1
OP-001803,2025-04-01,Proyecto Aurora,Asesora Premium,referido,tradicional,departamento,1,330317.0,27,True,0,2,0.021,0
OP-001804,2025-12-01,Proyecto Ébano,Asesora Premium,sala de ventas,tradicional,departamento,2,538370.0,46,True,0,0,0.0317,0
OP-001805,2025-12-14,Proyecto Ébano,Asesora Premium,web,digital,departamento,1,329834.0,29,True,0,0,0.0106,0
OP-001806,2026-01-06,Proyecto Ébano,Asesor Centro,sala de ventas,tradicional,departamento,2,573378.0,42,True,0,2,0.0447,0
OP-001807,2026-04-13,Proyecto Aurora,Asesora Sur,web,digital,departamento,3,571920.0,9,True,0,1,0.0117,0
OP-001808,2026-02-01,Proyecto Cobalto,Asesora Oeste,portal inmobiliario,digital,departamento,3,547574.0,36,False,0,2,0.0167,0
OP-001809,2026-02-27,Proyecto Cobalto,Asesor Norte,facebook,digital,departamento,2,545839.0,31,True,2,2,0.013,0
OP-001810,2025-03-04,Proyecto Aurora,Asesor Este,web,digital,departamento,2,375018.0,18,True,0,1,0.0471,0
OP-001811,2025-07-05,Proyecto Bruma,Asesora Oeste,sala de ventas,tradicional,departamento,1,326463.0,47,False,0,1,0.0,1
OP-001812,2026-01-02,Proyecto Cobalto,Asesor Centro,portal inmobiliario,digital,departamento,2,452558.0,76,False,0,1,0.0572,1
OP-001813,2026-03-03,Proyecto Faro,Asesor Norte,whatsapp,digital,departamento,1,522917.0,5,True,0,1,0.0515,1
OP-001814,2025-07-10,Proyecto Bruma,Asesora Premium,sala de ventas,tradicional,departamento,2,434324.0,19,True,1,2,0.0148,0
OP-001815,2025-10-30,Proyecto Faro,Asesora Oeste,web,digital,departamento,1,286477.0,22,True,0,2,0.0435,0
OP-001816,2025-04-20,Proyecto Duna,Asesor Digital,referido,tradicional,departamento,3,579000.0,23,False,0,3,0.0273,0
OP-001817,2026-03-27,Proyecto Faro,Asesora Oeste,referido,tradicional,departamento,3,660055.0,14,True,0,4,0.0548,1
OP-001818,2025-09-30,Proyecto Cobalto,Asesora Oeste,web,digital,departamento,2,527125.0,6,True,1,2,0.0421,0
OP-001819,2025-02-19,Proyecto Duna,Asesor Centro,referido,tradicional,departamento,3,736210.0,20,False,0,1,0.0645,0
OP-001820,2025-10-25,Proyecto Ébano,Asesora Premium,referido,tradicional,departamento,1,470379.0,22,True,0,2,0.0,0
OP-001821,2025-05-18,Proyecto Horizonte,Asesora Sur,sala de ventas,tradicional,departamento,3,669336.0,18,False,0,3,0.0284,0
OP-001822,2025-08-26,Proyecto Duna,Asesora Oeste,facebook,digital,departamento,2,446972.0,22,True,0,4,0.0,0
OP-001823,2025-06-30,Proyecto Duna,Asesor Norte,portal inmobiliario,digital,departamento,1,470322.0,27,True,0,2,0.0157,1
OP-001824,2026-03-14,Proyecto Duna,Asesora Oeste,sala de ventas,tradicional,departamento,3,590729.0,20,False,0,0,0.0655,0
OP-001825,2026-03-17,Proyecto Faro,Asesora Premium,referido,tradicional,departamento,2,483801.0,14,True,1,0,0.0334,1
OP-001826,2025-03-23,Proyecto Aurora,Asesor Digital,sala de ventas,tradicional,departamento,2,437061.0,23,True,0,2,0.0427,0
OP-001827,2025-06-18,Proyecto Duna,Asesora Sur,portal inmobiliario,digital,departamento,2,427124.0,29,True,0,2,0.0343,0
OP-001828,2025-07-31,Proyecto Duna,Asesor Este,referido,tradicional,departamento,1,355424.0,24,False,0,5,0.0331,0
OP-001829,2026-03-21,Proyecto Horizonte,Asesora Oeste,facebook,digital,departamento,1,416179.0,80,False,0,2,0.0156,1
OP-001830,2025-05-19,Proyecto Duna,Asesor Este,sala de ventas,tradicional,departamento,2,536186.0,30,True,1,0,0.0122,0
OP-001831,2025-12-31,Proyecto Cobalto,Asesora Sur,facebook,digital,departamento,2,462655.0,23,True,0,1,0.0151,0
OP-001832,2025-01-26,Proyecto Horizonte,Asesor Este,whatsapp,digital,departamento,1,359290.0,12,True,0,2,0.0,0
OP-001833,2026-05-14,Proyecto Cobalto,Asesor Este,referido,tradicional,departamento,2,395793.0,13,True,1,3,0.0235,0
OP-001834,2025-06-26,Proyecto Bruma,Asesora Oeste,facebook,digital,departamento,2,483526.0,18,True,0,1,0.0293,1
OP-001835,2025-05-20,Proyecto Bruma,Asesor Digital,feria,feria,departamento,2,475994.0,19,False,0,2,0.0139,0
OP-001836,2026-01-09,Proyecto Aurora,Asesora Oeste,facebook,digital,departamento,3,544513.0,18,True,0,2,0.0226,0
OP-001837,2025-11-14,Proyecto Aurora,Asesor Este,facebook,digital,departamento,2,434290.0,31,True,0,0,0.0345,0
OP-001838,2025-09-30,Proyecto Cobalto,Asesor Centro,facebook,digital,departamento,2,505367.0,46,True,0,4,0.0409,0
OP-001839,2026-04-29,Proyecto Faro,Asesora Premium,sala de ventas,tradicional,departamento,2,596480.0,37,True,1,4,0.0034,1
OP-001840,2025-08-06,Proyecto Faro,Asesora Oeste,web,digital,departamento,2,477092.0,34,True,0,0,0.0107,0
OP-001841,2025-10-08,Proyecto Aurora,Asesora Oeste,portal inmobiliario,digital,departamento,1,349890.0,11,True,0,2,0.0386,0
OP-001842,2025-09-04,Proyecto Duna,Asesora Sur,portal inmobiliario,digital,departamento,1,433705.0,50,True,0,1,0.0356,0
OP-001843,2025-04-01,Proyecto Aurora,Asesor Digital,portal inmobiliario,digital,departamento,3,532314.0,12,True,0,2,0.0492,0
OP-001844,2025-06-12,Proyecto Horizonte,Asesor Digital,facebook,digital,departamento,1,428140.0,28,True,0,1,0.0485,1
OP-001845,2025-11-10,Proyecto Aurora,Asesora Sur,facebook,digital,departamento,2,457910.0,33,True,0,0,0.0685,1
OP-001846,2025-03-05,Proyecto Ébano,Asesor Este,web,digital,departamento,2,435879.0,51,False,1,4,0.0197,1
OP-001847,2026-01-15,Proyecto Bruma,Asesora Sur,whatsapp,digital,departamento,2,481267.0,71,True,0,2,0.0534,0
OP-001848,2025-11-04,Proyecto Ébano,Asesor Digital,web,digital,departamento,3,624735.0,18,True,1,2,0.0084,1
OP-001849,2025-12-04,Proyecto Cobalto,Asesor Norte,referido,tradicional,departamento,3,629530.0,27,False,0,2,0.0681,0
OP-001850,2026-03-01,Proyecto Faro,Asesora Sur,web,digital,departamento,1,339721.0,48,True,1,2,0.0332,1
OP-001851,2025-09-09,Proyecto Bruma,Asesor Este,feria,feria,departamento,3,587548.0,75,True,0,0,0.0348,1
OP-001852,2026-02-15,Proyecto Granito,Asesora Oeste,portal inmobiliario,digital,departamento,2,607995.0,19,False,0,4,0.0428,0
OP-001853,2026-01-25,Proyecto Duna,Asesora Sur,feria,feria,departamento,2,610262.0,12,True,1,2,0.0006,0
OP-001854,2025-05-02,Proyecto Faro,Asesora Oeste,facebook,digital,departamento,3,705407.0,7,False,1,0,0.0057,1
OP-001855,2025-05-21,Proyecto Granito,Asesora Premium,facebook,digital,departamento,3,582261.0,5,True,0,1,0.0271,1
OP-001856,2025-08-14,Proyecto Horizonte,Asesora Premium,referido,tradicional,departamento,2,568808.0,14,True,2,3,0.0312,1
OP-001857,2025-02-19,Proyecto Bruma,Asesor Norte,facebook,digital,departamento,3,560427.0,42,True,0,2,0.0625,0
OP-001858,2025-10-15,Proyecto Bruma,Asesor Norte,whatsapp,digital,departamento,2,487615.0,44,True,0,0,0.0079,0
OP-001859,2026-04-20,Proyecto Bruma,Asesor Norte,referido,tradicional,departamento,2,429528.0,30,True,0,1,0.0527,1
OP-001860,2026-02-22,Proyecto Bruma,Asesor Digital,referido,tradicional,departamento,1,262759.0,19,True,0,4,0.0202,0
OP-001861,2026-01-14,Proyecto Duna,Asesor Centro,facebook,digital,departamento,1,362052.0,31,True,0,1,0.02,0
OP-001862,2025-04-13,Proyecto Horizonte,Asesora Oeste,web,digital,departamento,2,583743.0,24,True,1,0,0.0221,1
OP-001863,2026-02-21,Proyecto Horizonte,Asesora Premium,referido,tradicional,departamento,2,559840.0,19,True,0,4,0.0195,0
OP-001864,2025-03-10,Proyecto Duna,Asesor Centro,sala de ventas,tradicional,departamento,2,518162.0,29,True,0,3,0.0338,0
OP-001865,2025-08-03,Proyecto Ébano,Asesora Sur,portal inmobiliario,digital,departamento,3,634899.0,18,True,0,3,0.0179,0
OP-001866,2026-04-30,Proyecto Granito,Asesora Oeste,facebook,digital,departamento,1,439249.0,29,True,0,3,0.0,0
OP-001867,2026-01-31,Proyecto Horizonte,Asesor Centro,facebook,digital,departamento,3,688123.0,32,False,0,1,0.0202,0
OP-001868,2025-03-17,Proyecto Bruma,Asesor Norte,sala de ventas,tradicional,departamento,3,571893.0,38,True,0,1,0.0332,1
OP-001869,2025-09-29,Proyecto Duna,Asesor Centro,referido,tradicional,departamento,3,615559.0,6,True,0,3,0.0,0
OP-001870,2026-05-30,Proyecto Granito,Asesora Oeste,web,digital,departamento,3,742879.0,50,False,0,1,0.0355,0
OP-001871,2025-08-21,Proyecto Bruma,Asesor Norte,portal inmobiliario,digital,departamento,3,594812.0,22,False,1,3,0.0462,0
OP-001872,2025-11-08,Proyecto Cobalto,Asesora Sur,sala de ventas,tradicional,departamento,1,371341.0,71,True,0,0,0.0516,1
OP-001873,2025-07-18,Proyecto Horizonte,Asesora Oeste,whatsapp,digital,departamento,3,664659.0,42,True,0,2,0.0311,1
OP-001874,2025-09-17,Proyecto Horizonte,Asesor Este,web,digital,departamento,3,647015.0,12,False,0,0,0.0,0
OP-001875,2025-09-27,Proyecto Granito,Asesor Este,facebook,digital,departamento,2,508055.0,34,True,0,4,0.0367,0
OP-001876,2025-04-09,Proyecto Faro,Asesor Centro,sala de ventas,tradicional,departamento,1,416477.0,48,True,1,2,0.0424,0
OP-001877,2026-05-06,Proyecto Bruma,Asesor Este,facebook,digital,departamento,3,559186.0,20,True,0,2,0.0125,0
OP-001878,2026-03-24,Proyecto Bruma,Asesora Oeste,portal inmobiliario,digital,departamento,1,348997.0,11,True,1,3,0.0237,0
OP-001879,2025-02-22,Proyecto Duna,Asesora Premium,facebook,digital,departamento,2,452522.0,10,False,0,2,0.0337,0
OP-001880,2025-03-31,Proyecto Duna,Asesor Norte,facebook,digital,departamento,1,386941.0,7,True,0,2,0.0572,1
OP-001881,2025-12-02,Proyecto Duna,Asesor Este,web,digital,departamento,2,528131.0,3,True,0,0,0.0204,0
OP-001882,2025-07-28,Proyecto Ébano,Asesor Norte,portal inmobiliario,digital,departamento,2,496345.0,22,True,0,3,0.041,0
OP-001883,2025-12-20,Proyecto Cobalto,Asesor Digital,web,digital,departamento,2,373539.0,10,True,0,5,0.0307,0
OP-001884,2025-01-25,Proyecto Faro,Asesora Sur,feria,feria,departamento,3,667470.0,15,False,0,1,0.0286,0
OP-001885,2026-01-26,Proyecto Bruma,Asesora Premium,sala de ventas,tradicional,departamento,2,478610.0,72,False,1,1,0.0489,0
OP-001886,2025-01-12,Proyecto Bruma,Asesora Sur,portal inmobiliario,digital,departamento,2,417372.0,32,True,0,3,0.01,0
OP-001887,2025-04-13,Proyecto Aurora,Asesor Este,facebook,digital,departamento,3,617530.0,12,False,0,1,0.0291,0
OP-001888,2026-01-15,Proyecto Bruma,Asesor Centro,sala de ventas,tradicional,departamento,3,510087.0,94,True,1,0,0.0255,1
OP-001889,2025-06-30,Proyecto Granito,Asesora Premium,whatsapp,digital,departamento,1,474497.0,29,True,0,1,0.0,0
OP-001890,2025-04-19,Proyecto Cobalto,Asesora Sur,sala de ventas,tradicional,departamento,1,365845.0,88,True,0,0,0.0472,0
OP-001891,2026-04-05,Proyecto Bruma,Asesora Sur,sala de ventas,tradicional,departamento,2,347212.0,62,True,0,1,0.0399,0
